test_quarter,tau,domain,method,bin,lo,hi,n,mean_p,mean_y
2025Q1,1w,Politics,platt,5,0.46097916413776474,0.6488107960932956,21,0.5529319486547238,0.6666666666666666
2025Q1,1w,Politics,platt,6,0.6488107960932956,0.7596406208840967,28,0.6902605418093601,0.6071428571428571
2025Q1,1w,Politics,platt,7,0.7596406208840967,0.8621454096704805,24,0.8060243010852229,0.6666666666666666
2025Q1,1w,Politics,platt,8,0.8621454096704805,0.9392396134096596,23,0.8992858538155698,0.782608695652174
2025Q1,1w,Politics,platt,9,0.9392396134096596,0.9643094053277288,26,0.9525179874484965,0.6538461538461539
2025Q1,1w,Sports,platt,0,0.03723058109795741,0.05443276629101762,13,0.04180820093962475,0.0
2025Q1,1w,Sports,platt,1,0.05443276629101762,0.07234952019199666,16,0.05998170676882436,0.0
2025Q1,1w,Sports,platt,2,0.07234952019199666,0.10029742912072695,14,0.08158224098667563,0.07142857142857142
2025Q1,1w,Sports,platt,3,0.10029742912072695,0.1391644213660053,14,0.11340162711827993,0.07142857142857142
2025Q1,1w,Sports,platt,4,0.1391644213660053,0.2053029901861819,21,0.15689815328874185,0.0
2025Q1,1w,Sports,platt,5,0.2053029901861819,0.3502455632060769,16,0.2812697404123068,0.25
2025Q1,1w,Sports,platt,6,0.3502455632060769,0.47210511222955037,14,0.42212521342216386,0.42857142857142855
2025Q1,1w,Sports,platt,7,0.47210511222955037,0.5940870989030689,16,0.5235015099786194,0.5625
2025Q1,1w,Sports,platt,8,0.5940870989030689,0.7397785004826503,16,0.6708662268026313,0.5
2025Q1,1w,Sports,platt,9,0.7397785004826503,0.9643094053277288,16,0.8818294437435421,1.0
2025Q1,1w,Politics,venn_abers,0,0.019999999999999997,0.09160403143149984,17,0.0442016806722689,0.058823529411764705
2025Q1,1w,Politics,venn_abers,1,0.09160403143149984,0.09354588730211447,21,0.09160403143149984,0.14285714285714285
2025Q1,1w,Politics,venn_abers,2,0.09354588730211447,0.16949152542372883,20,0.09657584027647417,0.15
2025Q1,1w,Politics,venn_abers,3,0.16949152542372883,0.2421052631578947,24,0.17336290339370133,0.20833333333333334
2025Q1,1w,Politics,venn_abers,4,0.2421052631578947,0.4933333333333333,28,0.3011765315990972,0.5
2025Q1,1w,Politics,venn_abers,5,0.4933333333333333,0.5869565217391305,32,0.5122423412456887,0.5625
2025Q1,1w,Politics,venn_abers,6,0.5869565217391305,0.7999999999999999,27,0.6152180219002374,0.5925925925925926
2025Q1,1w,Politics,venn_abers,7,0.7999999999999999,0.8436197629040583,25,0.8047407407407409,0.68
2025Q1,1w,Politics,venn_abers,8,0.8436197629040583,0.9333333333333333,23,0.8950569487899027,0.782608695652174
2025Q1,1w,Politics,venn_abers,9,0.9333333333333333,0.9836065573770493,26,0.955465717182207,0.6538461538461539
2025Q1,1w,Sports,venn_abers,0,0.019999999999999997,0.09160403143149984,13,0.04769230769230769,0.0
2025Q1,1w,Sports,venn_abers,2,0.09160403143149984,0.09354588730211447,21,0.09160403143149984,0.0
2025Q1,1w,Sports,venn_abers,3,0.09354588730211447,0.16949152542372883,23,0.09815668530657494,0.08695652173913043
2025Q1,1w,Sports,venn_abers,4,0.16949152542372883,0.21742824937136912,21,0.17170074689787698,0.0
2025Q1,1w,Sports,venn_abers,5,0.21742824937136912,0.40965092402464065,12,0.2649122807017543,0.16666666666666666
2025Q1,1w,Sports,venn_abers,6,0.40965092402464065,0.4933333333333333,6,0.41383953813647595,0.6666666666666666
2025Q1,1w,Sports,venn_abers,7,0.4933333333333333,0.5283018867924528,17,0.494674256799494,0.47058823529411764
2025Q1,1w,Sports,venn_abers,8,0.5283018867924528,0.7110923956907744,27,0.5690311802200988,0.48148148148148145
2025Q1,1w,Sports,venn_abers,9,0.7110923956907744,0.9836065573770493,16,0.8786002281991485,1.0
2025Q2,1w,Politics,raw,0,0.05,0.07,13,0.05307692307692309,0.15384615384615385
2025Q2,1w,Politics,raw,1,0.07,0.13,17,0.09235294117647058,0.0
2025Q2,1w,Politics,raw,2,0.13,0.17900000000000005,16,0.14750000000000002,0.125
2025Q2,1w,Politics,raw,3,0.17900000000000005,0.26,15,0.21,0.2
2025Q2,1w,Politics,raw,4,0.26,0.355,16,0.28937500000000005,0.625
2025Q2,1w,Politics,raw,5,0.355,0.5,14,0.4078571428571429,0.42857142857142855
2025Q2,1w,Politics,raw,6,0.5,0.66,16,0.575,0.6875
2025Q2,1w,Politics,raw,7,0.66,0.7740000000000001,16,0.703125,0.6875
2025Q2,1w,Politics,raw,8,0.7740000000000001,0.9070000000000003,15,0.842,0.8666666666666667
2025Q2,1w,Politics,raw,9,0.9070000000000003,0.95,16,0.9225000000000001,0.9375
2025Q2,1w,Sports,raw,0,0.05,0.07,24,0.05458333333333334,0.0
2025Q2,1w,Sports,raw,1,0.07,0.12,33,0.08848484848484849,0.030303030303030304
2025Q2,1w,Sports,raw,2,0.12,0.16300000000000012,34,0.1385294117647059,0.14705882352941177
2025Q2,1w,Sports,raw,3,0.16300000000000012,0.22,27,0.1866666666666667,0.14814814814814814
2025Q2,1w,Sports,raw,4,0.22,0.3,29,0.253448275862069,0.2413793103448276
2025Q2,1w,Sports,raw,5,0.3,0.3760000000000002,34,0.33794117647058824,0.2647058823529412
2025Q2,1w,Sports,raw,6,0.3760000000000002,0.5170000000000002,30,0.44999999999999996,0.4666666666666667
2025Q2,1w,Sports,raw,7,0.5170000000000002,0.67,29,0.5844827586206897,0.5517241379310345
2025Q2,1w,Sports,raw,8,0.67,0.81,30,0.7343333333333334,0.9
2025Q2,1w,Sports,raw,9,0.81,0.95,32,0.8621875,0.875
2025Q2,1w,Politics,platt,0,0.03805722243932987,0.05426443038771238,13,0.04053659845356413,0.15384615384615385
2025Q2,1w,Politics,platt,1,0.05426443038771238,0.10475348219126608,17,0.07288736689309448,0.0
2025Q2,1w,Politics,platt,2,0.10475348219126608,0.14768919993686488,16,0.11997206923198356,0.125
2025Q2,1w,Politics,platt,3,0.14768919993686488,0.22149220838299238,15,0.17566389203769908,0.2
2025Q2,1w,Politics,platt,4,0.22149220838299238,0.3120526251120723,16,0.24918732905951105,0.625
2025Q2,1w,Politics,platt,5,0.3120526251120723,0.4575943739669321,14,0.3644703747932401,0.42857142857142855
2025Q2,1w,Politics,platt,6,0.4575943739669321,0.6269742712033796,16,0.5364937652836403,0.6875
2025Q2,1w,Politics,platt,7,0.6269742712033796,0.7519912638686037,16,0.6740423792276952,0.6875
2025Q2,1w,Politics,platt,8,0.7519912638686037,0.8999567901782634,15,0.8276250734828572,0.8666666666666667
2025Q2,1w,Politics,platt,9,0.8999567901782634,0.9473400127089714,16,0.9170833532507915,0.9375
2025Q2,1w,Sports,platt,0,0.03805722243932987,0.05426443038771238,24,0.041750459627199664,0.0
2025Q2,1w,Sports,platt,1,0.05426443038771238,0.09616811346908705,33,0.0696207786364808,0.030303030303030304
2025Q2,1w,Sports,platt,2,0.09616811346908705,0.13352179905041542,34,0.11217017284106123,0.14705882352941177
2025Q2,1w,Sports,platt,3,0.13352179905041542,0.18462829807624617,27,0.15457655049707578,0.14814814814814814
2025Q2,1w,Sports,platt,4,0.18462829807624617,0.25912240209797677,29,0.21557230817206108,0.2413793103448276
2025Q2,1w,Sports,platt,5,0.25912240209797677,0.33260600580573285,34,0.2956116848421056,0.2647058823529412
2025Q2,1w,Sports,platt,6,0.33260600580573285,0.4751894540476885,30,0.4067032774002351,0.4666666666666667
2025Q2,1w,Sports,platt,7,0.4751894540476885,0.6378184892951708,29,0.5462491897836428,0.5517241379310345
2025Q2,1w,Sports,platt,8,0.6378184892951708,0.7919641801657583,30,0.7083494558039446,0.9
2025Q2,1w,Sports,platt,9,0.7919641801657583,0.9473400127089714,32,0.8500534112451448,0.875
2025Q2,1w,Politics,venn_abers,0,0.011363636363636362,0.0670391061452514,13,0.027647604949292467,0.15384615384615385
2025Q2,1w,Politics,venn_abers,1,0.0670391061452514,0.08333333333333333,11,0.06703910614525141,0.0
2025Q2,1w,Politics,venn_abers,2,0.08333333333333333,0.1590909090909091,18,0.08539339069389154,0.05555555555555555
2025Q2,1w,Politics,venn_abers,3,0.1590909090909091,0.2569444444444444,15,0.16715162753770305,0.2
2025Q2,1w,Politics,venn_abers,4,0.2569444444444444,0.3303605313092979,20,0.2667320261437908,0.55
2025Q2,1w,Politics,venn_abers,5,0.3303605313092979,0.5028571428571429,14,0.41002637108039003,0.42857142857142855
2025Q2,1w,Politics,venn_abers,6,0.5028571428571429,0.5388679245283019,16,0.5235490135441344,0.6875
2025Q2,1w,Politics,venn_abers,7,0.5388679245283019,0.7441860465116279,14,0.5829787658511147,0.6428571428571429
2025Q2,1w,Politics,venn_abers,8,0.7441860465116279,0.9182692307692307,13,0.7863712048548062,0.8461538461538461
2025Q2,1w,Politics,venn_abers,9,0.9182692307692307,0.9387755102040816,20,0.9204935016315525,0.95
2025Q2,1w,Sports,venn_abers,0,0.011363636363636362,0.0670391061452514,24,0.03561996456935328,0.0
2025Q2,1w,Sports,venn_abers,1,0.0670391061452514,0.08333333333333333,21,0.06703910614525138,0.0
2025Q2,1w,Sports,venn_abers,2,0.08333333333333333,0.1590909090909091,43,0.08505803251891696,0.11627906976744186
2025Q2,1w,Sports,venn_abers,3,0.1590909090909091,0.21739130434782608,30,0.15941415805501474,0.16666666666666666
2025Q2,1w,Sports,venn_abers,4,0.21739130434782608,0.2569444444444444,6,0.21739130434782608,0.16666666666666666
2025Q2,1w,Sports,venn_abers,5,0.2569444444444444,0.3868334430546424,57,0.2904315131070349,0.2631578947368421
2025Q2,1w,Sports,venn_abers,6,0.3868334430546424,0.5106420191305606,30,0.4680422955234824,0.4666666666666667
2025Q2,1w,Sports,venn_abers,7,0.5106420191305606,0.5388679245283019,28,0.5278984346758946,0.5714285714285714
2025Q2,1w,Sports,venn_abers,8,0.5388679245283019,0.7887323943661972,29,0.6521776239291854,0.8620689655172413
2025Q2,1w,Sports,venn_abers,9,0.7887323943661972,0.9387755102040816,34,0.8455250479924096,0.8823529411764706
2025Q3,1w,Politics,raw,0,0.05,0.08,21,0.060952380952380966,0.0
2025Q3,1w,Politics,raw,1,0.08,0.13800000000000007,31,0.10612903225806451,0.0967741935483871
2025Q3,1w,Politics,raw,2,0.13800000000000007,0.21,24,0.1741666666666667,0.20833333333333334
2025Q3,1w,Politics,raw,3,0.21,0.3460000000000001,28,0.26142857142857145,0.32142857142857145
2025Q3,1w,Politics,raw,4,0.3460000000000001,0.47,22,0.4190909090909091,0.4090909090909091
2025Q3,1w,Politics,raw,5,0.47,0.5940000000000003,30,0.5216666666666667,0.7333333333333333
2025Q3,1w,Politics,raw,6,0.5940000000000003,0.71,25,0.6528000000000002,0.56
2025Q3,1w,Politics,raw,7,0.71,0.76,25,0.7283999999999999,0.48
2025Q3,1w,Politics,raw,8,0.76,0.84,26,0.791923076923077,0.7692307692307693
2025Q3,1w,Politics,raw,9,0.84,0.95,28,0.9017857142857143,1.0
2025Q3,1w,Sports,raw,0,0.05,0.09,110,0.06281818181818181,0.01818181818181818
2025Q3,1w,Sports,raw,1,0.09,0.19600000000000023,130,0.13999999999999999,0.1
2025Q3,1w,Sports,raw,2,0.19600000000000023,0.28,107,0.23635514018691592,0.2897196261682243
2025Q3,1w,Sports,raw,3,0.28,0.38,128,0.31976562500000005,0.203125
2025Q3,1w,Sports,raw,4,0.38,0.47,121,0.42446280991735535,0.33884297520661155
2025Q3,1w,Sports,raw,5,0.47,0.52,101,0.4911881188118812,0.4752475247524752
2025Q3,1w,Sports,raw,6,0.52,0.59,140,0.5455714285714285,0.5
2025Q3,1w,Sports,raw,7,0.59,0.69,117,0.634188034188034,0.7008547008547008
2025Q3,1w,Sports,raw,8,0.69,0.83,121,0.7571900826446281,0.768595041322314
2025Q3,1w,Sports,raw,9,0.83,0.95,124,0.8970161290322581,0.9032258064516129
2025Q3,1w,Politics,platt,0,0.037807193059300824,0.06256438062328329,21,0.046762618913016224,0.0
2025Q3,1w,Politics,platt,1,0.06256438062328329,0.11275410410532341,31,0.08496096967984312,0.0967741935483871
2025Q3,1w,Politics,platt,2,0.11275410410532341,0.178294351742515,24,0.14544119180896328,0.20833333333333334
2025Q3,1w,Politics,platt,3,0.178294351742515,0.3096545571516817,28,0.22722681871037223,0.32142857142857145
2025Q3,1w,Politics,platt,4,0.3096545571516817,0.4361586821940654,22,0.38374861921259246,0.4090909090909091
2025Q3,1w,Politics,platt,5,0.4361586821940654,0.567462801326441,30,0.4905609779909678,0.7333333333333333
2025Q3,1w,Politics,platt,6,0.567462801326441,0.6931165176729681,25,0.6309821925870183,0.56
2025Q3,1w,Politics,platt,7,0.6931165176729681,0.7476665480854346,25,0.7131848841071275,0.48
2025Q3,1w,Politics,platt,8,0.7476665480854346,0.8347422045639588,26,0.7824595842109728,0.7692307692307693
2025Q3,1w,Politics,platt,9,0.8347422045639588,0.9515109664344914,28,0.9007313837985302,1.0
2025Q3,1w,Sports,platt,0,0.037807193059300824,0.071018645824379,110,0.04833881385352092,0.01818181818181818
2025Q3,1w,Sports,platt,1,0.071018645824379,0.16531165811604367,130,0.1148790551355577,0.1
2025Q3,1w,Sports,platt,2,0.16531165811604367,0.24480495594263496,107,0.20317949211920727,0.2897196261682243
2025Q3,1w,Sports,platt,3,0.24480495594263496,0.3437720461971004,128,0.2838367812238464,0.203125
2025Q3,1w,Sports,platt,4,0.3437720461971004,0.4361586821940654,121,0.38917951126859673,0.33884297520661155
2025Q3,1w,Sports,platt,5,0.4361586821940654,0.4886152438111677,101,0.45832392616442247,0.4752475247524752
2025Q3,1w,Sports,platt,6,0.4886152438111677,0.5631665660019071,140,0.5157628519819507,0.5
2025Q3,1w,Sports,platt,7,0.5631665660019071,0.6713318401186571,117,0.6108416000115148,0.7008547008547008
2025Q3,1w,Sports,platt,8,0.6713318401186571,0.8239024828102756,121,0.7445898174770675,0.768595041322314
2025Q3,1w,Sports,platt,9,0.8239024828102756,0.9515109664344914,124,0.8956885705168302,0.9032258064516129
2025Q3,1w,Politics,venn_abers,0,0.031062385800052203,0.04081001700417375,21,0.033856237097682554,0.0
2025Q3,1w,Politics,venn_abers,1,0.04081001700417375,0.12306852306852326,31,0.07618040815639479,0.0967741935483871
2025Q3,1w,Politics,venn_abers,2,0.12306852306852326,0.228486646884273,24,0.16221727566150515,0.20833333333333334
2025Q3,1w,Politics,venn_abers,3,0.228486646884273,0.2868650812792437,10,0.26831768356299884,0.3
2025Q3,1w,Politics,venn_abers,4,0.2868650812792437,0.5211152780042393,36,0.3487364837385286,0.3888888888888889
2025Q3,1w,Politics,venn_abers,5,0.5211152780042393,0.53125,16,0.5217089651025824,0.625
2025Q3,1w,Politics,venn_abers,6,0.53125,0.609375,37,0.5352027027027028,0.6756756756756757
2025Q3,1w,Politics,venn_abers,7,0.609375,0.7371225577264653,27,0.6737132352941176,0.37037037037037035
2025Q3,1w,Politics,venn_abers,8,0.7371225577264653,0.8229490069323353,24,0.7486699279536625,0.7916666666666666
2025Q3,1w,Politics,venn_abers,9,0.8229490069323353,0.9454545454545453,34,0.894068082171691,0.9705882352941176
2025Q3,1w,Sports,venn_abers,0,0.031062385800052203,0.050017129153819805,110,0.03475592080752029,0.01818181818181818
2025Q3,1w,Sports,venn_abers,1,0.050017129153819805,0.18250000000000144,130,0.11196131749418126,0.1
2025Q3,1w,Sports,venn_abers,2,0.18250000000000144,0.2868650812792437,61,0.24801996124675466,0.2786885245901639
2025Q3,1w,Sports,venn_abers,3,0.2868650812792437,0.39999999999999997,174,0.29425272964278165,0.22988505747126436
2025Q3,1w,Sports,venn_abers,4,0.39999999999999997,0.5211152780042393,105,0.42747772657450084,0.3523809523809524
2025Q3,1w,Sports,venn_abers,5,0.5211152780042393,0.53125,99,0.5218828734445212,0.43434343434343436
2025Q3,1w,Sports,venn_abers,7,0.53125,0.609375,275,0.5356818181818181,0.5854545454545454
2025Q3,1w,Sports,venn_abers,8,0.609375,0.8229490069323353,115,0.717498713420167,0.7652173913043478
2025Q3,1w,Sports,venn_abers,9,0.8229490069323353,0.9454545454545453,130,0.8948839495897394,0.9
2024Q4,6h,Politics,raw,1,0.05,0.07,4,0.05,0.0
2024Q4,6h,Politics,raw,2,0.07,0.09800000000000005,3,0.07333333333333335,0.0
2024Q4,6h,Politics,raw,3,0.09800000000000005,0.148,2,0.125,0.5
2024Q4,6h,Politics,raw,4,0.148,0.39,2,0.22499999999999998,0.5
2024Q4,6h,Politics,raw,5,0.39,0.742,3,0.5433333333333333,0.3333333333333333
2024Q4,6h,Politics,raw,6,0.742,0.8040000000000003,2,0.755,1.0
2024Q4,6h,Politics,raw,7,0.8040000000000003,0.9140000000000001,2,0.88,1.0
2024Q4,6h,Politics,raw,8,0.9140000000000001,0.95,1,0.93,1.0
2024Q4,6h,Politics,raw,9,0.95,0.95,4,0.95,0.75
2024Q4,6h,Sports,raw,0,0.05,0.06,1,0.05,0.0
2024Q4,6h,Sports,raw,1,0.06,0.08,5,0.062,0.0
2024Q4,6h,Sports,raw,2,0.08,0.11,3,0.08333333333333333,0.0
2024Q4,6h,Sports,raw,3,0.11,0.12,3,0.11,0.0
2024Q4,6h,Sports,raw,4,0.12,0.19,4,0.1275,0.0
2024Q4,6h,Sports,raw,5,0.19,0.3820000000000005,5,0.23199999999999998,0.6
2024Q4,6h,Sports,raw,6,0.3820000000000005,0.7720000000000001,3,0.61,0.3333333333333333
2024Q4,6h,Sports,raw,7,0.7720000000000001,0.87,3,0.8066666666666666,0.6666666666666666
2024Q4,6h,Sports,raw,8,0.87,0.916,4,0.885,1.0
2024Q4,6h,Sports,raw,9,0.916,0.94,4,0.9325,1.0
2024Q4,6h,Politics,platt,1,0.0590400882289012,0.08126843113871506,4,0.0590400882289012,0.0
2024Q4,6h,Politics,platt,2,0.08126843113871506,0.11168329971092827,3,0.08492343237939924,0.0
2024Q4,6h,Politics,platt,3,0.11168329971092827,0.1648762011399961,2,0.14056357963811894,0.5
2024Q4,6h,Politics,platt,4,0.1648762011399961,0.4082058477636696,2,0.2433127949634033,0.5
2024Q4,6h,Politics,platt,5,0.4082058477636696,0.7450155448311331,3,0.5552740500728716,0.3333333333333333
2024Q4,6h,Politics,platt,6,0.7450155448311331,0.8044872149523185,2,0.7574066492337452,1.0
2024Q4,6h,Politics,platt,7,0.8044872149523185,0.9111827569144444,2,0.8777151609349154,1.0
2024Q4,6h,Politics,platt,8,0.9111827569144444,0.9470883288699206,1,0.9269882773385447,1.0
2024Q4,6h,Politics,platt,9,0.9470883288699206,0.9470883288699206,4,0.9470883288699206,0.75
2024Q4,6h,Sports,platt,0,0.0590400882289012,0.0702084267922629,1,0.0590400882289012,0.0
2024Q4,6h,Sports,platt,1,0.0702084267922629,0.09223343486076761,5,0.07242042766155334,0.0
2024Q4,6h,Sports,platt,2,0.09223343486076761,0.12464987627770198,3,0.09586015065246829,0.0
2024Q4,6h,Sports,platt,3,0.12464987627770198,0.13531797318951513,3,0.12464987627770198,0.0
2024Q4,6h,Sports,platt,4,0.13531797318951513,0.2084985933335319,4,0.14323246256097663,0.0
2024Q4,6h,Sports,platt,5,0.2084985933335319,0.39928502590155845,5,0.2510320054000159,0.6
2024Q4,6h,Sports,platt,6,0.39928502590155845,0.7736826468162022,3,0.6194105781650782,0.3333333333333333
2024Q4,6h,Sports,platt,7,0.7736826468162022,0.8679558455915372,3,0.8068345663658237,0.6666666666666666
2024Q4,6h,Sports,platt,8,0.8679558455915372,0.9130773059996761,4,0.8826310965867564,1.0
2024Q4,6h,Sports,platt,9,0.9130773059996761,0.9370016590350407,4,0.929507073204412,1.0
2024Q4,6h,Politics,venn_abers,1,0.054519368723099,0.08633093525179855,4,0.054519368723099,0.0
2024Q4,6h,Politics,venn_abers,2,0.08633093525179855,0.10989820229586317,3,0.08773228330915513,0.0
2024Q4,6h,Politics,venn_abers,3,0.10989820229586317,0.17601760176017603,1,0.12280701754385964,1.0
2024Q4,6h,Politics,venn_abers,4,0.17601760176017603,0.38,3,0.2087047232259044,0.3333333333333333
2024Q4,6h,Politics,venn_abers,5,0.38,0.7580299785867237,2,0.4645571658615137,0.0
2024Q4,6h,Politics,venn_abers,6,0.7580299785867237,0.7894091821205879,3,0.7580299785867237,1.0
2024Q4,6h,Politics,venn_abers,7,0.7894091821205879,0.8898169493072834,2,0.8365166738512895,1.0
2024Q4,6h,Politics,venn_abers,9,0.9253246753246753,0.9253246753246753,5,0.9253246753246753,0.8
2024Q4,6h,Sports,venn_abers,1,0.054519368723099,0.09053497942386833,6,0.05982129647788226,0.0
2024Q4,6h,Sports,venn_abers,2,0.09053497942386833,0.12280701754385964,2,0.09053497942386833,0.0
2024Q4,6h,Sports,venn_abers,3,0.12280701754385964,0.15384615384615385,4,0.12280701754385964,0.0
2024Q4,6h,Sports,venn_abers,4,0.15384615384615385,0.22140608604407133,4,0.1593890158246594,0.0
2024Q4,6h,Sports,venn_abers,5,0.22140608604407133,0.38125031721643216,5,0.24058004131125652,0.6
2024Q4,6h,Sports,venn_abers,6,0.38125031721643216,0.7845730286843778,3,0.6432202888670472,0.3333333333333333
2024Q4,6h,Sports,venn_abers,7,0.7845730286843778,0.8364779874213837,2,0.7912087912087913,0.5
2024Q4,6h,Sports,venn_abers,8,0.8364779874213837,0.8874794914139177,5,0.8461675614787663,1.0
2024Q4,6h,Sports,venn_abers,9,0.8874794914139177,0.9253246753246753,4,0.9163018804412247,1.0
2025Q1,6h,Politics,raw,0,0.05,0.09,19,0.06421052631578948,0.0
2025Q1,6h,Politics,raw,1,0.09,0.18400000000000005,22,0.125,0.13636363636363635
2025Q1,6h,Politics,raw,2,0.18400000000000005,0.25,16,0.20750000000000002,0.25
2025Q1,6h,Politics,raw,3,0.25,0.35,23,0.288695652173913,0.34782608695652173
2025Q1,6h,Politics,raw,4,0.35,0.54,20,0.442,0.4
2025Q1,6h,Politics,raw,5,0.54,0.66,21,0.5985714285714285,0.6666666666666666
2025Q1,6h,Politics,raw,6,0.66,0.76,19,0.7052631578947368,0.47368421052631576
2025Q1,6h,Politics,raw,7,0.76,0.86,20,0.796,0.8
2025Q1,6h,Politics,raw,8,0.86,0.91,17,0.8752941176470589,0.8235294117647058
2025Q1,6h,Politics,raw,9,0.91,0.95,26,0.9299999999999999,0.9615384615384616
2025Q1,6h,Sports,raw,0,0.05,0.08,39,0.05743589743589743,0.0
2025Q1,6h,Sports,raw,1,0.08,0.14,48,0.10229166666666666,0.020833333333333332
2025Q1,6h,Sports,raw,2,0.14,0.22,44,0.17454545454545456,0.045454545454545456
2025Q1,6h,Sports,raw,3,0.22,0.3080000000000001,48,0.26125,0.1875
2025Q1,6h,Sports,raw,4,0.3080000000000001,0.39,39,0.3397435897435898,0.20512820512820512
2025Q1,6h,Sports,raw,5,0.39,0.5,44,0.4415909090909091,0.38636363636363635
2025Q1,6h,Sports,raw,6,0.5,0.6090000000000003,51,0.5466666666666666,0.45098039215686275
2025Q1,6h,Sports,raw,7,0.6090000000000003,0.72,44,0.6636363636363636,0.6818181818181818
2025Q1,6h,Sports,raw,8,0.72,0.83,43,0.7627906976744185,0.7674418604651163
2025Q1,6h,Sports,raw,9,0.83,0.95,48,0.9002083333333334,0.9583333333333334
2025Q1,6h,Politics,platt,0,0.05518490749676787,0.09671064199075559,19,0.07004484876911686,0.0
2025Q1,6h,Politics,platt,1,0.09671064199075559,0.19114064394149496,22,0.13209269800975568,0.13636363636363635
2025Q1,6h,Politics,platt,2,0.19114064394149496,0.25595284081400393,16,0.21429130694980164,0.25
2025Q1,6h,Politics,platt,3,0.25595284081400393,0.35287842387387436,23,0.29354220764004435,0.34782608695652173
2025Q1,6h,Politics,platt,4,0.35287842387387436,0.5355152217441709,20,0.44134138474570117,0.4
2025Q1,6h,Politics,platt,5,0.5355152217441709,0.6514592335070848,21,0.592018602844004,0.6666666666666666
2025Q1,6h,Politics,platt,6,0.6514592335070848,0.7494321996362278,19,0.695647232466378,0.47368421052631576
2025Q1,6h,Politics,platt,7,0.7494321996362278,0.8496835557307435,20,0.7852946504283673,0.8
2025Q1,6h,Politics,platt,8,0.8496835557307435,0.9012200727793871,17,0.8653689037590743,0.8235294117647058
2025Q1,6h,Politics,platt,9,0.9012200727793871,0.9435788213407658,26,0.9223345561685504,0.9615384615384616
2025Q1,6h,Sports,platt,0,0.05518490749676787,0.08643463695497848,39,0.06297542998439407,0.0
2025Q1,6h,Sports,platt,1,0.08643463695497848,0.1473440591483188,48,0.10918913753292554,0.020833333333333332
2025Q1,6h,Sports,platt,2,0.1473440591483188,0.22660328754811307,44,0.18169396155135817,0.045454545454545456
2025Q1,6h,Sports,platt,3,0.22660328754811307,0.3123046057826064,48,0.2668736314369872,0.1875
2025Q1,6h,Sports,platt,4,0.3123046057826064,0.3913975385916619,39,0.34296503453526667,0.20512820512820512
2025Q1,6h,Sports,platt,5,0.3913975385916619,0.4970669797097894,44,0.4409668697329068,0.38636363636363635
2025Q1,6h,Sports,platt,6,0.4970669797097894,0.6020328518970353,51,0.5419525152729732,0.45098039215686275
2025Q1,6h,Sports,platt,7,0.6020328518970353,0.7100367075600694,44,0.6550597875815896,0.6818181818181818
2025Q1,6h,Sports,platt,8,0.7100367075600694,0.8192828709148433,43,0.7523016306836005,0.7674418604651163
2025Q1,6h,Sports,platt,9,0.8192828709148433,0.9435788213407658,48,0.8915319536384209,0.9583333333333334
2025Q1,6h,Politics,venn_abers,0,0.05168539325842697,0.11677282377919321,19,0.0683375104427736,0.0
2025Q1,6h,Politics,venn_abers,1,0.11677282377919321,0.18153266331658297,22,0.13989974560866117,0.13636363636363635
2025Q1,6h,Politics,venn_abers,2,0.18153266331658297,0.26666666666666666,16,0.204885901518758,0.25
2025Q1,6h,Politics,venn_abers,3,0.26666666666666666,0.346573024866226,23,0.28827329055426915,0.34782608695652173
2025Q1,6h,Politics,venn_abers,4,0.346573024866226,0.5194805194805194,14,0.4039773978887698,0.42857142857142855
2025Q1,6h,Politics,venn_abers,5,0.5194805194805194,0.6194242087813484,17,0.5516120314610086,0.5294117647058824
2025Q1,6h,Politics,venn_abers,6,0.6194242087813484,0.7515923566878981,25,0.6716419200511113,0.6
2025Q1,6h,Politics,venn_abers,7,0.7515923566878981,0.8457108470324901,24,0.786781424584395,0.7083333333333334
2025Q1,6h,Politics,venn_abers,8,0.8457108470324901,0.8820960698689955,14,0.845766410196105,0.7857142857142857
2025Q1,6h,Politics,venn_abers,9,0.8820960698689955,0.9230769230769231,29,0.9077077517673815,0.9655172413793104
2025Q1,6h,Sports,venn_abers,0,0.05168539325842697,0.09841269841269841,39,0.0565254969749352,0.0
2025Q1,6h,Sports,venn_abers,1,0.09841269841269841,0.16370808678500987,48,0.11796764942149585,0.020833333333333332
2025Q1,6h,Sports,venn_abers,2,0.16370808678500987,0.21839080459770116,40,0.1796755504009572,0.05
2025Q1,6h,Sports,venn_abers,3,0.21839080459770116,0.2965851214828424,52,0.25287218242302884,0.17307692307692307
2025Q1,6h,Sports,venn_abers,4,0.2965851214828424,0.346573024866226,21,0.3227540115473482,0.2857142857142857
2025Q1,6h,Sports,venn_abers,5,0.346573024866226,0.5194805194805194,62,0.4127308581053243,0.3064516129032258
2025Q1,6h,Sports,venn_abers,6,0.5194805194805194,0.6177262535371238,45,0.5462962962962964,0.4444444444444444
2025Q1,6h,Sports,venn_abers,7,0.6177262535371238,0.7277667329357189,48,0.6578743558151743,0.6666666666666666
2025Q1,6h,Sports,venn_abers,8,0.7277667329357189,0.8376963350785341,43,0.7598426234323313,0.7441860465116279
2025Q1,6h,Sports,venn_abers,9,0.8376963350785341,0.9230769230769231,50,0.883057603973971,0.96
2025Q2,6h,Politics,raw,0,0.05,0.11,42,0.06904761904761905,0.09523809523809523
