tau,domain,test_quarter,n_test,cov_static_once,cov_rolling,cov_aci_g0.005,absdev_static_once,absdev_rolling,absdev_aci_g0.005,mad_static_once,mad_rolling,mad_aci_g0.005,n_quarters,n_test_total,static_once_n_cal_frozen,static_once_borrowed_pooled
6h,Politics,2024Q2,14,1.0,1.0,1.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.11093258264369221,0.12497256508220407,0.0969193835989373,12,1159,1.0,True
6h,Politics,2024Q3,12,1.0,1.0,1.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.11093258264369221,0.12497256508220407,0.0969193835989373,12,1159,1.0,True
6h,Politics,2024Q4,23,0.9130434782608696,0.9130434782608696,0.9130434782608696,0.013043478260869601,0.013043478260869601,0.013043478260869601,0.11093258264369221,0.12497256508220407,0.0969193835989373,12,1159,1.0,True
6h,Politics,2025Q1,203,0.8866995073891626,0.8374384236453202,0.8817733990147784,0.013300492610837433,0.06256157635467985,0.018226600985221664,0.11093258264369221,0.12497256508220407,0.0969193835989373,12,1159,1.0,True
6h,Politics,2025Q2,433,0.928406466512702,0.9353348729792148,0.9214780600461894,0.028406466512701956,0.03533487297921478,0.02147806004618935,0.11093258264369221,0.12497256508220407,0.0969193835989373,12,1159,1.0,True
6h,Politics,2025Q3,457,0.9431072210065644,0.9387308533916848,0.9102844638949672,0.04310722100656439,0.038730853391684805,0.010284463894967177,0.11093258264369221,0.12497256508220407,0.0969193835989373,12,1159,1.0,True
6h,Finance,2022Q3,1076,0.8671003717472119,0.8671003717472119,0.895910780669145,0.03289962825278814,0.03289962825278814,0.004089219330855043,0.014347214612931545,0.014679985045813164,0.00331937608121303,13,15621,611.0,False
6h,Finance,2022Q4,1228,0.8688925081433225,0.8827361563517915,0.8990228013029316,0.031107491856677494,0.017263843648208543,0.000977198697068471,0.014347214612931545,0.014679985045813164,0.00331937608121303,13,15621,611.0,False
6h,Finance,2023Q1,1056,0.8816287878787878,0.9005681818181818,0.896780303030303,0.018371212121212177,0.0005681818181817455,0.003219696969697039,0.014347214612931545,0.014679985045813164,0.00331937608121303,13,15621,611.0,False
6h,Finance,2023Q2,1089,0.8503213957759412,0.8852157943067034,0.9017447199265382,0.04967860422405879,0.014784205693296637,0.0017447199265381297,0.014347214612931545,0.014679985045813164,0.00331937608121303,13,15621,611.0,False
6h,Finance,2023Q3,1487,0.8856758574310692,0.917955615332885,0.9018157363819772,0.014324142568930776,0.017955615332885033,0.0018157363819771843,0.014347214612931545,0.014679985045813164,0.00331937608121303,13,15621,611.0,False
6h,Finance,2023Q4,1244,0.9011254019292604,0.9316720257234726,0.907556270096463,0.0011254019292603612,0.03167202572347261,0.00755627009646298,0.014347214612931545,0.014679985045813164,0.00331937608121303,13,15621,611.0,False
6h,Finance,2024Q1,1402,0.9015691868758916,0.920827389443652,0.905135520684736,0.0015691868758915817,0.020827389443651922,0.005135520684735995,0.014347214612931545,0.014679985045813164,0.00331937608121303,13,15621,611.0,False
6h,Finance,2024Q2,1766,0.8980747451868629,0.9071347678369196,0.9031710079275198,0.0019252548131371006,0.0071347678369195755,0.0031710079275197867,0.014347214612931545,0.014679985045813164,0.00331937608121303,13,15621,611.0,False
6h,Finance,2024Q3,1364,0.8951612903225806,0.9010263929618768,0.9032258064516128,0.004838709677419395,0.0010263929618767875,0.003225806451612745,0.014347214612931545,0.014679985045813164,0.00331937608121303,13,15621,611.0,False
6h,Finance,2024Q4,1058,0.9035916824196596,0.9102079395085066,0.8998109640831758,0.00359168241965957,0.010207939508506625,0.0001890359168241762,0.014347214612931545,0.014679985045813164,0.00331937608121303,13,15621,611.0,False
6h,Finance,2025Q1,929,0.8805166846071044,0.8848223896663079,0.8977395048439182,0.019483315392895606,0.015177610333692138,0.002260495156081843,0.014347214612931545,0.014679985045813164,0.00331937608121303,13,15621,611.0,False
6h,Finance,2025Q2,1107,0.8979223125564589,0.9096657633243,0.904245709123758,0.0020776874435410875,0.009665763324300025,0.00424570912375799,0.014347214612931545,0.014679985045813164,0.00331937608121303,13,15621,611.0,False
6h,Finance,2025Q3,815,0.905521472392638,0.9116564417177914,0.905521472392638,0.005521472392638005,0.011656441717791344,0.005521472392638005,0.014347214612931545,0.014679985045813164,0.00331937608121303,13,15621,611.0,False
6h,Weather,2022Q3,133,0.9172932330827068,0.9172932330827068,0.9323308270676692,0.017293233082706805,0.017293233082706805,0.03233082706766921,0.022395823779289684,0.023765559796000164,0.017622564444596703,13,4393,587.0,False
6h,Weather,2022Q4,159,0.9371069182389936,0.9308176100628932,0.9182389937106918,0.03710691823899359,0.030817610062893186,0.01823899371069182,0.022395823779289684,0.023765559796000164,0.017622564444596703,13,4393,587.0,False
6h,Weather,2023Q1,152,0.9342105263157896,0.9276315789473684,0.9210526315789472,0.03421052631578958,0.02763157894736834,0.021052631578947212,0.022395823779289684,0.023765559796000164,0.017622564444596703,13,4393,587.0,False
6h,Weather,2023Q2,383,0.8746736292428199,0.8537859007832899,0.8798955613577023,0.02532637075718014,0.04621409921671016,0.020104438642297717,0.022395823779289684,0.023765559796000164,0.017622564444596703,13,4393,587.0,False
6h,Weather,2023Q3,569,0.8963093145869947,0.8875219683655536,0.8945518453427065,0.0036906854130053235,0.012478031634446385,0.005448154657293536,0.022395823779289684,0.023765559796000164,0.017622564444596703,13,4393,587.0,False
6h,Weather,2023Q4,632,0.8955696202531646,0.9018987341772152,0.8971518987341772,0.004430379746835467,0.0018987341772152,0.0028481012658228,0.022395823779289684,0.023765559796000164,0.017622564444596703,13,4393,587.0,False
6h,Weather,2024Q1,584,0.9092465753424658,0.916095890410959,0.898972602739726,0.009246575342465757,0.016095890410958935,0.00102739726027401,0.022395823779289684,0.023765559796000164,0.017622564444596703,13,4393,587.0,False
6h,Weather,2024Q2,509,0.8840864440078585,0.8899803536345776,0.8899803536345776,0.015913555992141504,0.010019646365422408,0.010019646365422408,0.022395823779289684,0.023765559796000164,0.017622564444596703,13,4393,587.0,False
6h,Weather,2024Q3,291,0.8934707903780069,0.8934707903780069,0.9003436426116839,0.006529209621993104,0.006529209621993104,0.0003436426116838476,0.022395823779289684,0.023765559796000164,0.017622564444596703,13,4393,587.0,False
6h,Weather,2024Q4,197,0.9137055837563453,0.9137055837563453,0.9137055837563453,0.01370558375634523,0.01370558375634523,0.01370558375634523,0.022395823779289684,0.023765559796000164,0.017622564444596703,13,4393,587.0,False
6h,Weather,2025Q1,250,0.88,0.884,0.888,0.020000000000000018,0.016000000000000014,0.01200000000000001,0.022395823779289684,0.023765559796000164,0.017622564444596703,13,4393,587.0,False
6h,Weather,2025Q2,278,0.9388489208633094,0.9532374100719424,0.9388489208633094,0.03884892086330938,0.05323741007194238,0.03884892086330938,0.022395823779289684,0.023765559796000164,0.017622564444596703,13,4393,587.0,False
6h,Weather,2025Q3,256,0.96484375,0.95703125,0.953125,0.06484374999999998,0.05703124999999998,0.05312499999999998,0.022395823779289684,0.023765559796000164,0.017622564444596703,13,4393,587.0,False
6h,Entertainment,2023Q1,13,0.9230769230769232,0.9230769230769232,0.9230769230769232,0.023076923076923217,0.023076923076923217,0.023076923076923217,0.04781850121688554,0.052908403777562646,0.04497031089917634,11,2185,17.0,False
6h,Entertainment,2023Q2,3,1.0,1.0,1.0,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.04781850121688554,0.052908403777562646,0.04497031089917634,11,2185,17.0,False
6h,Entertainment,2023Q3,6,0.8333333333333334,1.0,1.0,0.06666666666666665,0.09999999999999998,0.09999999999999998,0.04781850121688554,0.052908403777562646,0.04497031089917634,11,2185,17.0,False
6h,Entertainment,2023Q4,21,0.9523809523809524,1.0,1.0,0.05238095238095242,0.09999999999999998,0.09999999999999998,0.04781850121688554,0.052908403777562646,0.04497031089917634,11,2185,17.0,False
6h,Entertainment,2024Q1,74,0.972972972972973,0.9324324324324323,0.9324324324324323,0.072972972972973,0.03243243243243232,0.03243243243243232,0.04781850121688554,0.052908403777562646,0.04497031089917634,11,2185,17.0,False
6h,Entertainment,2024Q2,37,0.8918918918918919,0.8648648648648649,0.8648648648648649,0.008108108108108136,0.03513513513513511,0.03513513513513511,0.04781850121688554,0.052908403777562646,0.04497031089917634,11,2185,17.0,False
6h,Entertainment,2024Q3,22,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.054545454545454564,0.054545454545454564,0.054545454545454564,0.04781850121688554,0.052908403777562646,0.04497031089917634,11,2185,17.0,False
6h,Entertainment,2024Q4,137,0.9051094890510948,0.8686131386861314,0.8832116788321168,0.005109489051094762,0.031386861313868586,0.016788321167883202,0.04781850121688554,0.052908403777562646,0.04497031089917634,11,2185,17.0,False
6h,Entertainment,2025Q1,663,0.8567119155354449,0.8295625942684767,0.8883861236802413,0.04328808446455512,0.07043740573152335,0.011613876319758742,0.04781850121688554,0.052908403777562646,0.04497031089917634,11,2185,17.0,False
6h,Entertainment,2025Q2,520,0.8307692307692308,0.8692307692307693,0.8903846153846153,0.0692307692307692,0.03076923076923077,0.009615384615384692,0.04781850121688554,0.052908403777562646,0.04497031089917634,11,2185,17.0,False
6h,Entertainment,2025Q3,689,0.8693759071117562,0.9042089985486212,0.911465892597968,0.03062409288824386,0.004208998548621223,0.01146589259796793,0.04781850121688554,0.052908403777562646,0.04497031089917634,11,2185,17.0,False
6h,ALL,2022Q3,1210,0.8727272727272727,0.8727272727272727,0.9,0.027272727272727337,0.027272727272727337,0.0,0.016229300998738434,0.012624478858478847,0.0017441804657845744,13,48360,,
6h,ALL,2022Q4,1388,0.8768011527377522,0.888328530259366,0.9012968299711815,0.023198847262247857,0.011671469740634044,0.0012968299711815234,0.016229300998738434,0.012624478858478847,0.0017441804657845744,13,48360,,
6h,ALL,2023Q1,1225,0.8889795918367347,0.9044897959183672,0.9004081632653061,0.011020408163265327,0.004489795918367179,0.00040816326530612734,0.016229300998738434,0.012624478858478847,0.0017441804657845744,13,48360,,
6h,ALL,2023Q2,1479,0.8573360378634213,0.8776200135226504,0.896551724137931,0.04266396213657875,0.022379986477349623,0.0034482758620689724,0.016229300998738434,0.012624478858478847,0.0017441804657845744,13,48360,,
6h,ALL,2023Q3,2062,0.8884578079534433,0.909796314258002,0.9000969932104753,0.01154219204655671,0.009796314258001981,9.699321047529352e-05,0.016229300998738434,0.012624478858478847,0.0017441804657845744,13,48360,,
6h,ALL,2023Q4,1901,0.8990005260389269,0.9210941609679116,0.9042609153077328,0.0009994739610731385,0.021094160967911613,0.00426091530773276,0.016229300998738434,0.012624478858478847,0.0017441804657845744,13,48360,,
6h,ALL,2024Q1,2108,0.905123339658444,0.9193548387096774,0.905123339658444,0.005123339658444026,0.019354838709677358,0.005123339658444026,0.016229300998738434,0.012624478858478847,0.0017441804657845744,13,48360,,
6h,ALL,2024Q2,2853,0.8951980371538731,0.9046617595513494,0.9018576936558008,0.004801962846126884,0.004661759551349398,0.0018576936558007962,0.016229300998738434,0.012624478858478847,0.0017441804657845744,13,48360,,
6h,ALL,2024Q3,2434,0.8775677896466721,0.8915365653245686,0.900164338537387,0.022432210353327875,0.008463434675431425,0.00016433853738695436,0.016229300998738434,0.012624478858478847,0.0017441804657845744,13,48360,,
6h,ALL,2024Q4,3825,0.9024836601307188,0.9173856209150328,0.9011764705882352,0.002483660130718768,0.017385620915032818,0.0011764705882352233,0.016229300998738434,0.012624478858478847,0.0017441804657845744,13,48360,,
6h,ALL,2025Q1,4717,0.8863684545261818,0.8906084375662497,0.898876404494382,0.013631545473818174,0.009391562433750278,0.0011235955056180247,0.016229300998738434,0.012624478858478847,0.0017441804657845744,13,48360,,
6h,ALL,2025Q2,7857,0.920707649229986,0.8934707903780069,0.9014891179839634,0.020707649229986025,0.006529209621993104,0.0014891179839633395,0.016229300998738434,0.012624478858478847,0.0017441804657845744,13,48360,,
6h,ALL,2025Q3,15301,0.9251029344487288,0.8983726553820012,0.9022286125089864,0.025102934448728798,0.0016273446179988493,0.0022286125089864273,0.016229300998738434,0.012624478858478847,0.0017441804657845744,13,48360,,
