tau,domain,fit_scope,method,metric,value,raw_value,delta_vs_raw,n_test,n_quarters
1w,Politics,per_domain,platt,log_loss,0.5090157688385026,0.5003272814683138,0.008688487370188791,414.0,2.0
1w,Politics,per_domain,isotonic,log_loss,0.5553372240891651,0.5003272814683138,0.05500994262085124,414.0,2.0
1w,Politics,per_domain,binning10,log_loss,0.5085392441553426,0.5003272814683138,0.008211962687028729,414.0,2.0
1w,Politics,per_domain,venn_abers,log_loss,0.5061095134015936,0.5003272814683138,0.005782231933279758,414.0,2.0
1w,Sports,per_domain,raw,brier,0.16381505662891402,0.16381505662891402,0.0,1501.0,2.0
1w,Sports,per_domain,platt,brier,0.16353624700929806,0.16381505662891402,-0.0002788096196159606,1501.0,2.0
1w,Sports,per_domain,isotonic,brier,0.16721172273454754,0.16381505662891402,0.0033966661056335223,1501.0,2.0
1w,Sports,per_domain,binning10,brier,0.16784867923381336,0.16381505662891402,0.0040336226048993395,1501.0,2.0
1w,Sports,per_domain,venn_abers,brier,0.16650610596557833,0.16381505662891402,0.0026910493366643085,1501.0,2.0
1w,Sports,per_domain,raw,ece,0.04882078614257154,0.04882078614257154,0.0,1501.0,2.0
1w,Sports,per_domain,platt,ece,0.04842506010164429,0.04882078614257154,-0.00039572604092725366,1501.0,2.0
1w,Sports,per_domain,isotonic,ece,0.053464681913930334,0.04882078614257154,0.004643895771358791,1501.0,2.0
1w,Sports,per_domain,binning10,ece,0.02776293861383324,0.04882078614257154,-0.021057847528738304,1501.0,2.0
1w,Sports,per_domain,venn_abers,ece,0.04441822648640734,0.04882078614257154,-0.0044025596561642,1501.0,2.0
1w,Sports,per_domain,raw,log_loss,0.4942292345446718,0.4942292345446718,0.0,1501.0,2.0
1w,Sports,per_domain,platt,log_loss,0.4932230560817174,0.4942292345446718,-0.0010061784629544213,1501.0,2.0
1w,Sports,per_domain,isotonic,log_loss,0.5547569960026687,0.4942292345446718,0.060527761457996876,1501.0,2.0
1w,Sports,per_domain,binning10,log_loss,0.5159929323641413,0.4942292345446718,0.02176369781946952,1501.0,2.0
1w,Sports,per_domain,venn_abers,log_loss,0.49900567529833234,0.4942292345446718,0.004776440753660516,1501.0,2.0
1w,Weather,per_domain,raw,brier,0.15325629629629625,0.15325629629629625,0.0,135.0,4.0
1w,Weather,per_domain,platt,brier,0.1539078416727541,0.15325629629629625,0.0006515453764578405,135.0,4.0
1w,Weather,per_domain,isotonic,brier,0.15656066754229803,0.15325629629629625,0.003304371246001775,135.0,4.0
1w,Weather,per_domain,binning10,brier,0.159922142227559,0.15325629629629625,0.006665845931262737,135.0,4.0
1w,Weather,per_domain,venn_abers,brier,0.15627387675897905,0.15325629629629625,0.0030175804626828007,135.0,4.0
1w,Weather,per_domain,raw,ece,0.1394074074074074,0.1394074074074074,0.0,135.0,4.0
1w,Weather,per_domain,platt,ece,0.1416349669187341,0.1394074074074074,0.0022275595113266933,135.0,4.0
1w,Weather,per_domain,isotonic,ece,0.12187279134447701,0.1394074074074074,-0.017534616062930386,135.0,4.0
1w,Weather,per_domain,binning10,ece,0.12933708267041596,0.1394074074074074,-0.010070324736991432,135.0,4.0
1w,Weather,per_domain,venn_abers,ece,0.13104295651310105,0.1394074074074074,-0.008364450894306347,135.0,4.0
1w,Weather,per_domain,raw,log_loss,0.4684252389266601,0.4684252389266601,0.0,135.0,4.0
1w,Weather,per_domain,platt,log_loss,0.4753699058456654,0.4684252389266601,0.0069446669190053045,135.0,4.0
1w,Weather,per_domain,isotonic,log_loss,0.5405901840370015,0.4684252389266601,0.07216494511034144,135.0,4.0
1w,Weather,per_domain,binning10,log_loss,0.5551517747686544,0.4684252389266601,0.0867265358419943,135.0,4.0
1w,Weather,per_domain,venn_abers,log_loss,0.47931958547605213,0.4684252389266601,0.010894346549392031,135.0,4.0
1w,ALL,pooled,raw,brier,0.15451431807884,0.15451431807884,0.0,4414.0,4.0
1w,ALL,pooled,platt,brier,0.15488417686538059,0.15451431807884,0.00036985878654058335,4414.0,4.0
1w,ALL,pooled,isotonic,brier,0.15645499928100517,0.15451431807884,0.0019406812021651731,4414.0,4.0
1w,ALL,pooled,binning10,brier,0.1564619488931354,0.15451431807884,0.0019476308142953869,4414.0,4.0
1w,ALL,pooled,venn_abers,brier,0.15636644616805476,0.15451431807884,0.0018521280892147551,4414.0,4.0
1w,ALL,pooled,raw,ece,0.032424105120072426,0.032424105120072426,0.0,4414.0,4.0
1w,ALL,pooled,platt,ece,0.03322906451599469,0.032424105120072426,0.0008049593959222612,4414.0,4.0
1w,ALL,pooled,isotonic,ece,0.03887747570288859,0.032424105120072426,0.006453370582816163,4414.0,4.0
1w,ALL,pooled,binning10,ece,0.036133466936540154,0.032424105120072426,0.003709361816467728,4414.0,4.0
1w,ALL,pooled,venn_abers,ece,0.03790172362411999,0.032424105120072426,0.005477618504047564,4414.0,4.0
1w,ALL,pooled,raw,log_loss,0.47121168994560914,0.47121168994560914,0.0,4414.0,4.0
1w,ALL,pooled,platt,log_loss,0.4718077158802758,0.47121168994560914,0.0005960259346666774,4414.0,4.0
1w,ALL,pooled,isotonic,log_loss,0.49343774012262165,0.47121168994560914,0.022226050177012513,4414.0,4.0
1w,ALL,pooled,binning10,log_loss,0.4768572611965397,0.47121168994560914,0.00564557125093057,4414.0,4.0
1w,ALL,pooled,venn_abers,log_loss,0.476327834752631,0.47121168994560914,0.005116144807021883,4414.0,4.0
1w,Crypto,pooled,raw,brier,0.1629325842696629,0.1629325842696629,0.0,89.0,4.0
1w,Crypto,pooled,platt,brier,0.17175071338633177,0.1629325842696629,0.008818129116668877,89.0,4.0
1w,Crypto,pooled,isotonic,brier,0.16574133438251812,0.1629325842696629,0.002808750112855224,89.0,4.0
1w,Crypto,pooled,binning10,brier,0.17208522950804964,0.1629325842696629,0.009152645238386742,89.0,4.0
1w,Crypto,pooled,venn_abers,brier,0.16633929614948767,0.1629325842696629,0.0034067118798247753,89.0,4.0
1w,Crypto,pooled,raw,ece,0.24904761904761905,0.24904761904761905,0.0,63.0,2.0
1w,Crypto,pooled,platt,ece,0.26661273223558607,0.24904761904761905,0.017565113187967024,63.0,2.0
1w,Crypto,pooled,isotonic,ece,0.25670676434224565,0.24904761904761905,0.007659145294626607,63.0,2.0
1w,Crypto,pooled,binning10,ece,0.24585450451254398,0.24904761904761905,-0.0031931145350750645,63.0,2.0
1w,Crypto,pooled,venn_abers,ece,0.2568391130725292,0.24904761904761905,0.007791494024910167,63.0,2.0
1w,Crypto,pooled,raw,log_loss,0.49316677217130656,0.49316677217130656,0.0,89.0,4.0
1w,Crypto,pooled,platt,log_loss,0.5114174726628242,0.49316677217130656,0.01825070049151767,89.0,4.0
1w,Crypto,pooled,isotonic,log_loss,0.5010811261485952,0.49316677217130656,0.00791435397728868,89.0,4.0
1w,Crypto,pooled,binning10,log_loss,0.5160020913197026,0.49316677217130656,0.022835319148396094,89.0,4.0
1w,Crypto,pooled,venn_abers,log_loss,0.502883382096958,0.49316677217130656,0.009716609925651487,89.0,4.0
1w,Entertainment,pooled,raw,brier,0.1491677248677248,0.1491677248677248,0.0,1134.0,4.0
1w,Entertainment,pooled,platt,brier,0.14974186506455536,0.1491677248677248,0.0005741401968305526,1134.0,4.0
1w,Entertainment,pooled,isotonic,brier,0.15068552452653453,0.1491677248677248,0.0015177996588097153,1134.0,4.0
1w,Entertainment,pooled,binning10,brier,0.15106396014593174,0.1491677248677248,0.0018962352782069258,1134.0,4.0
1w,Entertainment,pooled,venn_abers,brier,0.150752367553419,0.1491677248677248,0.001584642685694193,1134.0,4.0
1w,Entertainment,pooled,raw,ece,0.061816578483245135,0.061816578483245135,0.0,1134.0,4.0
1w,Entertainment,pooled,platt,ece,0.06333105524488541,0.061816578483245135,0.0015144767616402793,1134.0,4.0
1w,Entertainment,pooled,isotonic,ece,0.0685404917203317,0.061816578483245135,0.006723913237086571,1134.0,4.0
1w,Entertainment,pooled,binning10,ece,0.05968811770010932,0.061816578483245135,-0.0021284607831358188,1134.0,4.0
1w,Entertainment,pooled,venn_abers,ece,0.0677736145115349,0.061816578483245135,0.005957036028289758,1134.0,4.0
1w,Entertainment,pooled,raw,log_loss,0.4582671861836964,0.4582671861836964,0.0,1134.0,4.0
1w,Entertainment,pooled,platt,log_loss,0.45966136624345677,0.4582671861836964,0.001394180059760386,1134.0,4.0
1w,Entertainment,pooled,isotonic,log_loss,0.4795828344385516,0.4582671861836964,0.021315648254855213,1134.0,4.0
1w,Entertainment,pooled,binning10,log_loss,0.46585155445192417,0.4582671861836964,0.007584368268227781,1134.0,4.0
1w,Entertainment,pooled,venn_abers,log_loss,0.463668637627465,0.4582671861836964,0.0054014514437686345,1134.0,4.0
1w,Finance,pooled,raw,brier,0.12984621212121208,0.12984621212121208,0.0,660.0,4.0
1w,Finance,pooled,platt,brier,0.12837261225446248,0.12984621212121208,-0.0014735998667496086,660.0,4.0
1w,Finance,pooled,isotonic,brier,0.13054795138237676,0.12984621212121208,0.00070173926116468,660.0,4.0
1w,Finance,pooled,binning10,brier,0.1300226399574315,0.12984621212121208,0.00017642783621940605,660.0,4.0
1w,Finance,pooled,venn_abers,brier,0.13060434887964772,0.12984621212121208,0.0007581367584356402,660.0,4.0
1w,Finance,pooled,raw,ece,0.07928787878787874,0.07928787878787874,0.0,660.0,4.0
1w,Finance,pooled,platt,ece,0.0741037475755336,0.07928787878787874,-0.005184131212345136,660.0,4.0
1w,Finance,pooled,isotonic,ece,0.06403867488816603,0.07928787878787874,-0.01524920389971271,660.0,4.0
1w,Finance,pooled,binning10,ece,0.07273894939713701,0.07928787878787874,-0.006548929390741726,660.0,4.0
1w,Finance,pooled,venn_abers,ece,0.07046057836962064,0.07928787878787874,-0.008827300418258105,660.0,4.0
1w,Finance,pooled,raw,log_loss,0.40703782347814055,0.40703782347814055,0.0,660.0,4.0
1w,Finance,pooled,platt,log_loss,0.40160594325376037,0.40703782347814055,-0.005431880224380181,660.0,4.0
1w,Finance,pooled,isotonic,log_loss,0.4066653089479911,0.40703782347814055,-0.00037251453014947034,660.0,4.0
1w,Finance,pooled,binning10,log_loss,0.40634233978027934,0.40703782347814055,-0.00069548369786121,660.0,4.0
1w,Finance,pooled,venn_abers,log_loss,0.4083522752869089,0.40703782347814055,0.0013144518087683243,660.0,4.0
1w,Politics,pooled,raw,brier,0.17683104434907004,0.17683104434907004,0.0,699.0,4.0
1w,Politics,pooled,platt,brier,0.17943046979528082,0.17683104434907004,0.002599425446210779,699.0,4.0
1w,Politics,pooled,isotonic,brier,0.1795937844742783,0.17683104434907004,0.002762740125208246,699.0,4.0
1w,Politics,pooled,binning10,brier,0.18035574622583916,0.17683104434907004,0.0035247018767691207,699.0,4.0
1w,Politics,pooled,venn_abers,brier,0.17838051755578266,0.17683104434907004,0.001549473206712615,699.0,4.0
1w,Politics,pooled,raw,ece,0.09165951359084401,0.09165951359084401,0.0,699.0,4.0
1w,Politics,pooled,platt,ece,0.10164289256187814,0.09165951359084401,0.00998337897103413,699.0,4.0
1w,Politics,pooled,isotonic,ece,0.1008448920313003,0.09165951359084401,0.00918537844045629,699.0,4.0
1w,Politics,pooled,binning10,ece,0.0991795209596372,0.09165951359084401,0.007520007368793186,699.0,4.0
1w,Politics,pooled,venn_abers,ece,0.09563272384440202,0.09165951359084401,0.003973210253558013,699.0,4.0
1w,Politics,pooled,raw,log_loss,0.5303563492252712,0.5303563492252712,0.0,699.0,4.0
1w,Politics,pooled,platt,log_loss,0.5401066740007393,0.5303563492252712,0.009750324775468111,699.0,4.0
1w,Politics,pooled,isotonic,log_loss,0.6279363980713603,0.5303563492252712,0.09758004884608906,699.0,4.0
1w,Politics,pooled,binning10,log_loss,0.5463258623511119,0.5303563492252712,0.015969513125840717,699.0,4.0
1w,Politics,pooled,venn_abers,log_loss,0.5410104742901208,0.5303563492252712,0.01065412506484964,699.0,4.0
1w,Sports,pooled,raw,brier,0.15814731879787855,0.15814731879787855,0.0,1697.0,4.0
1w,Sports,pooled,platt,brier,0.1575197735668077,0.15814731879787855,-0.0006275452310708363,1697.0,4.0
1w,Sports,pooled,isotonic,brier,0.16029290126346396,0.15814731879787855,0.0021455824655854105,1697.0,4.0
1w,Sports,pooled,binning10,brier,0.15960710249927113,0.15814731879787855,0.0014597837013925752,1697.0,4.0
1w,Sports,pooled,venn_abers,brier,0.1604708234903012,0.15814731879787855,0.002323504692422651,1697.0,4.0
1w,Sports,pooled,raw,ece,0.05327047731290505,0.05327047731290505,0.0,1697.0,4.0
1w,Sports,pooled,platt,ece,0.0462724104079831,0.05327047731290505,-0.006998066904921954,1697.0,4.0
1w,Sports,pooled,isotonic,ece,0.05385352790200122,0.05327047731290505,0.0005830505890961693,1697.0,4.0
1w,Sports,pooled,binning10,ece,0.052338846624632014,0.05327047731290505,-0.0009316306882730385,1697.0,4.0
1w,Sports,pooled,venn_abers,ece,0.05035856329672927,0.05327047731290505,-0.0029119140161757845,1697.0,4.0
1w,Sports,pooled,raw,log_loss,0.47952864390408034,0.47952864390408034,0.0,1697.0,4.0
1w,Sports,pooled,platt,log_loss,0.4766267153816675,0.47952864390408034,-0.0029019285224128333,1697.0,4.0
1w,Sports,pooled,isotonic,log_loss,0.4815331884657729,0.47952864390408034,0.0020045445616925783,1697.0,4.0
1w,Sports,pooled,binning10,log_loss,0.4809878821337483,0.47952864390408034,0.0014592382296679807,1697.0,4.0
1w,Sports,pooled,venn_abers,log_loss,0.4827431690849371,0.47952864390408034,0.003214525180856742,1697.0,4.0
1w,Weather,pooled,raw,brier,0.15325629629629625,0.15325629629629625,0.0,135.0,4.0
1w,Weather,pooled,platt,brier,0.15634659252949037,0.15325629629629625,0.003090296233194123,135.0,4.0
1w,Weather,pooled,isotonic,brier,0.15740182629063124,0.15325629629629625,0.004145529994334984,135.0,4.0
1w,Weather,pooled,binning10,brier,0.15751158709308866,0.15325629629629625,0.004255290796792405,135.0,4.0
1w,Weather,pooled,venn_abers,brier,0.15732053131712212,0.15325629629629625,0.004064235020825868,135.0,4.0
1w,Weather,pooled,raw,ece,0.1394074074074074,0.1394074074074074,0.0,135.0,4.0
1w,Weather,pooled,platt,ece,0.1428272031766699,0.1394074074074074,0.0034197957692624903,135.0,4.0
1w,Weather,pooled,isotonic,ece,0.14039663564265575,0.1394074074074074,0.0009892282352483572,135.0,4.0
1w,Weather,pooled,binning10,ece,0.12606694664475146,0.1394074074074074,-0.013340460762655937,135.0,4.0
1w,Weather,pooled,venn_abers,ece,0.1408069198713792,0.1394074074074074,0.001399512463971797,135.0,4.0
1w,Weather,pooled,raw,log_loss,0.4684252389266601,0.4684252389266601,0.0,135.0,4.0
1w,Weather,pooled,platt,log_loss,0.47671918393909346,0.4684252389266601,0.008293945012433357,135.0,4.0
1w,Weather,pooled,isotonic,log_loss,0.4822412106425022,0.4684252389266601,0.01381597171584209,135.0,4.0
1w,Weather,pooled,binning10,log_loss,0.4766218076015445,0.4684252389266601,0.008196568674884386,135.0,4.0
1w,Weather,pooled,venn_abers,log_loss,0.4819275953084894,0.4684252389266601,0.013502356381829284,135.0,4.0
24h,ALL,per_domain,raw,brier,0.16848719518862765,0.16848719518862765,0.0,36580.0,14.0
24h,ALL,per_domain,platt,brier,0.1688750010399245,0.16848719518862765,0.0003878058512968574,36580.0,14.0
24h,ALL,per_domain,isotonic,brier,0.16975448500813184,0.16848719518862765,0.0012672898195041915,36580.0,14.0
24h,ALL,per_domain,binning10,brier,0.17079253534854275,0.16848719518862765,0.002305340159915098,36580.0,14.0
24h,ALL,per_domain,venn_abers,brier,0.16948267249702706,0.16848719518862765,0.0009954773083994117,36580.0,14.0
24h,ALL,per_domain,raw,ece,0.020861126298523717,0.020861126298523717,0.0,36580.0,14.0
24h,ALL,per_domain,platt,ece,0.023644043949163737,0.020861126298523717,0.0027829176506400204,36580.0,14.0
24h,ALL,per_domain,isotonic,ece,0.027846724153351963,0.020861126298523717,0.006985597854828246,36580.0,14.0
24h,ALL,per_domain,binning10,ece,0.02718690414792961,0.020861126298523717,0.006325777849405894,36580.0,14.0
24h,ALL,per_domain,venn_abers,ece,0.02562559128148185,0.020861126298523717,0.0047644649829581345,36580.0,14.0
24h,ALL,per_domain,raw,log_loss,0.5090944283283942,0.5090944283283942,0.0,36580.0,14.0
24h,ALL,per_domain,platt,log_loss,0.5103406619116723,0.5090944283283942,0.0012462335832780225,36580.0,14.0
24h,ALL,per_domain,isotonic,log_loss,0.521678903079991,0.5090944283283942,0.012584474751596741,36580.0,14.0
24h,ALL,per_domain,binning10,log_loss,0.5186794354881453,0.5090944283283942,0.00958500715975108,36580.0,14.0
24h,ALL,per_domain,venn_abers,log_loss,0.5116697730998091,0.5090944283283942,0.002575344771414856,36580.0,14.0
24h,Crypto,per_domain,raw,brier,0.2075482071713147,0.2075482071713147,0.0,1255.0,3.0
24h,Crypto,per_domain,platt,brier,0.2087109501928792,0.2075482071713147,0.001162743021564494,1255.0,3.0
24h,Crypto,per_domain,isotonic,brier,0.21158810710835568,0.2075482071713147,0.004039899937040986,1255.0,3.0
24h,Crypto,per_domain,binning10,brier,0.21233016925139203,0.2075482071713147,0.004781962080077334,1255.0,3.0
24h,Crypto,per_domain,venn_abers,brier,0.21008495064353075,0.2075482071713147,0.002536743472216052,1255.0,3.0
24h,Crypto,per_domain,raw,ece,0.07308366533864538,0.07308366533864538,0.0,1255.0,3.0
24h,Crypto,per_domain,platt,ece,0.08477639870823005,0.07308366533864538,0.011692733369584665,1255.0,3.0
24h,Crypto,per_domain,isotonic,ece,0.09171347433102314,0.07308366533864538,0.01862980899237776,1255.0,3.0
24h,Crypto,per_domain,binning10,ece,0.09166339541153079,0.07308366533864538,0.01857973007288541,1255.0,3.0
24h,Crypto,per_domain,venn_abers,ece,0.08629394667676055,0.07308366533864538,0.013210281338115165,1255.0,3.0
24h,Crypto,per_domain,raw,log_loss,0.6105075646404443,0.6105075646404443,0.0,1255.0,3.0
24h,Crypto,per_domain,platt,log_loss,0.6116720273092692,0.6105075646404443,0.0011644626688248616,1255.0,3.0
24h,Crypto,per_domain,isotonic,log_loss,0.6231426106687353,0.6105075646404443,0.01263504602829102,1255.0,3.0
24h,Crypto,per_domain,binning10,log_loss,0.623023297642623,0.6105075646404443,0.012515733002178675,1255.0,3.0
24h,Crypto,per_domain,venn_abers,log_loss,0.6152127313001804,0.6105075646404443,0.004705166659736082,1255.0,3.0
24h,Entertainment,per_domain,raw,brier,0.14920357815442556,0.14920357815442556,0.0,2124.0,6.0
24h,Entertainment,per_domain,platt,brier,0.14960908673661927,0.14920357815442556,0.0004055085821937088,2124.0,6.0
24h,Entertainment,per_domain,isotonic,brier,0.1519743237517422,0.14920357815442556,0.0027707455973166317,2124.0,6.0
24h,Entertainment,per_domain,binning10,brier,0.15123346929857076,0.14920357815442556,0.0020298911441452017,2124.0,6.0
24h,Entertainment,per_domain,venn_abers,brier,0.15088783221985366,0.14920357815442556,0.0016842540654281035,2124.0,6.0
24h,Entertainment,per_domain,raw,ece,0.05322975517890769,0.05322975517890769,0.0,2124.0,6.0
24h,Entertainment,per_domain,platt,ece,0.05092700302923609,0.05322975517890769,-0.0023027521496715997,2124.0,6.0
24h,Entertainment,per_domain,isotonic,ece,0.05903086161959904,0.05322975517890769,0.005801106440691352,2124.0,6.0
24h,Entertainment,per_domain,binning10,ece,0.062050468110091336,0.05322975517890769,0.008820712931183645,2124.0,6.0
24h,Entertainment,per_domain,venn_abers,ece,0.04761127033252135,0.05322975517890769,-0.005618484846386343,2124.0,6.0
24h,Entertainment,per_domain,raw,log_loss,0.4641246038855075,0.4641246038855075,0.0,2124.0,6.0
24h,Entertainment,per_domain,platt,log_loss,0.46730563025611477,0.4641246038855075,0.003181026370607243,2124.0,6.0
24h,Entertainment,per_domain,isotonic,log_loss,0.5254603507643872,0.4641246038855075,0.061335746878879716,2124.0,6.0
24h,Entertainment,per_domain,binning10,log_loss,0.505051318376101,0.4641246038855075,0.04092671449059343,2124.0,6.0
24h,Entertainment,per_domain,venn_abers,log_loss,0.46874372245273266,0.4641246038855075,0.004619118567225133,2124.0,6.0
24h,Finance,per_domain,raw,brier,0.13977288774295915,0.13977288774295915,0.0,5042.0,13.0
24h,Finance,per_domain,platt,brier,0.1402908654174998,0.13977288774295915,0.0005179776745406484,5042.0,13.0
24h,Finance,per_domain,isotonic,brier,0.14107562307868607,0.13977288774295915,0.0013027353357269178,5042.0,13.0
24h,Finance,per_domain,binning10,brier,0.14326308111442515,0.13977288774295915,0.0034901933714659994,5042.0,13.0
24h,Finance,per_domain,venn_abers,brier,0.1409089945652956,0.13977288774295915,0.0011361068223364468,5042.0,13.0
24h,Finance,per_domain,raw,ece,0.04713407378024589,0.04713407378024589,0.0,5042.0,13.0
24h,Finance,per_domain,platt,ece,0.048946442756568134,0.04713407378024589,0.001812368976322247,5042.0,13.0
24h,Finance,per_domain,isotonic,ece,0.043029685005687573,0.04713407378024589,-0.004104388774558314,5042.0,13.0
24h,Finance,per_domain,binning10,ece,0.049525661217858175,0.04713407378024589,0.0023915874376122873,5042.0,13.0
24h,Finance,per_domain,venn_abers,ece,0.04265650888261662,0.04713407378024589,-0.004477564897629266,5042.0,13.0
24h,Finance,per_domain,raw,log_loss,0.44466827258263486,0.44466827258263486,0.0,5042.0,13.0
24h,Finance,per_domain,platt,log_loss,0.44570886023587797,0.44466827258263486,0.001040587653243108,5042.0,13.0
24h,Finance,per_domain,isotonic,log_loss,0.4546165334480746,0.44466827258263486,0.009948260865439762,5042.0,13.0
24h,Finance,per_domain,binning10,log_loss,0.45542283389917615,0.44466827258263486,0.010754561316541289,5042.0,13.0
24h,Finance,per_domain,venn_abers,log_loss,0.4478610328392859,0.44466827258263486,0.0031927602566510505,5042.0,13.0
24h,Politics,per_domain,raw,brier,0.17258705882352943,0.17258705882352943,0.0,850.0,2.0
24h,Politics,per_domain,platt,brier,0.17384593999229395,0.17258705882352943,0.0012588811687645196,850.0,2.0
24h,Politics,per_domain,isotonic,brier,0.17655870499503193,0.17258705882352943,0.003971646171502502,850.0,2.0
24h,Politics,per_domain,binning10,brier,0.18020867162256524,0.17258705882352943,0.00762161279903581,850.0,2.0
24h,Politics,per_domain,venn_abers,brier,0.1769070274529432,0.17258705882352943,0.0043199686294137785,850.0,2.0
24h,Politics,per_domain,raw,ece,0.05418823529411764,0.05418823529411764,0.0,850.0,2.0
24h,Politics,per_domain,platt,ece,0.06298892360629378,0.05418823529411764,0.00880068831217614,850.0,2.0
24h,Politics,per_domain,isotonic,ece,0.060963693714765184,0.05418823529411764,0.006775458420647543,850.0,2.0
24h,Politics,per_domain,binning10,ece,0.06732872355497445,0.05418823529411764,0.013140488260856807,850.0,2.0
24h,Politics,per_domain,venn_abers,ece,0.07005019431903009,0.05418823529411764,0.01586195902491245,850.0,2.0
24h,Politics,per_domain,raw,log_loss,0.5149192015814857,0.5149192015814857,0.0,850.0,2.0
24h,Politics,per_domain,platt,log_loss,0.519188727954222,0.5149192015814857,0.004269526372736254,850.0,2.0
24h,Politics,per_domain,isotonic,log_loss,0.5362991211906342,0.5149192015814857,0.021379919609148423,850.0,2.0
24h,Politics,per_domain,binning10,log_loss,0.5345568981773706,0.5149192015814857,0.01963769659588488,850.0,2.0
24h,Politics,per_domain,venn_abers,log_loss,0.5266544484725448,0.5149192015814857,0.011735246891059092,850.0,2.0
24h,Sports,per_domain,raw,brier,0.19450662859980133,0.19450662859980133,0.0,8056.0,2.0
24h,Sports,per_domain,platt,brier,0.19531884004403613,0.19450662859980133,0.000812211444234795,8056.0,2.0
24h,Sports,per_domain,isotonic,brier,0.1963126569222912,0.19450662859980133,0.0018060283224898555,8056.0,2.0
24h,Sports,per_domain,binning10,brier,0.19703021121609482,0.19450662859980133,0.002523582616293485,8056.0,2.0
24h,Sports,per_domain,venn_abers,brier,0.19566167624925304,0.19450662859980133,0.001155047649451707,8056.0,2.0
24h,Sports,per_domain,raw,ece,0.020059582919562974,0.020059582919562974,0.0,8056.0,2.0
24h,Sports,per_domain,platt,ece,0.02664818331466433,0.020059582919562974,0.006588600395101358,8056.0,2.0
24h,Sports,per_domain,isotonic,ece,0.036760492028982364,0.020059582919562974,0.01670090910941939,8056.0,2.0
24h,Sports,per_domain,binning10,ece,0.032369369695811084,0.020059582919562974,0.01230978677624811,8056.0,2.0
24h,Sports,per_domain,venn_abers,ece,0.031845769248676124,0.020059582919562974,0.01178618632911315,8056.0,2.0
24h,Sports,per_domain,raw,log_loss,0.5692322667403864,0.5692322667403864,0.0,8056.0,2.0
24h,Sports,per_domain,platt,log_loss,0.5728338400979759,0.5692322667403864,0.0036015733575894826,8056.0,2.0
24h,Sports,per_domain,isotonic,log_loss,0.5920155425690667,0.5692322667403864,0.02278327582868034,8056.0,2.0
24h,Sports,per_domain,binning10,log_loss,0.5823686799300497,0.5692322667403864,0.013136413189663299,8056.0,2.0
24h,Sports,per_domain,venn_abers,log_loss,0.5721407300962914,0.5692322667403864,0.002908463355905,8056.0,2.0
24h,Weather,per_domain,raw,brier,0.16451986183971326,0.16451986183971326,0.0,19253.0,14.0
24h,Weather,per_domain,platt,brier,0.16460507076801312,0.16451986183971326,8.520892829985693e-05,19253.0,14.0
24h,Weather,per_domain,isotonic,brier,0.16508645761976243,0.16451986183971326,0.0005665957800491672,19253.0,14.0
24h,Weather,per_domain,binning10,brier,0.16605783433408103,0.16451986183971326,0.0015379724943677675,19253.0,14.0
24h,Weather,per_domain,venn_abers,brier,0.16508851625468468,0.16451986183971326,0.0005686544149714201,19253.0,14.0
24h,Weather,per_domain,raw,ece,0.031140601464706767,0.031140601464706767,0.0,19253.0,14.0
24h,Weather,per_domain,platt,ece,0.030105782885413785,0.031140601464706767,-0.0010348185792929815,19253.0,14.0
24h,Weather,per_domain,isotonic,ece,0.027111082141533745,0.031140601464706767,-0.004029519323173022,19253.0,14.0
24h,Weather,per_domain,binning10,ece,0.028259122505836218,0.031140601464706767,-0.0028814789588705488,19253.0,14.0
24h,Weather,per_domain,venn_abers,ece,0.02747286029237298,0.031140601464706767,-0.003667741172333785,19253.0,14.0
24h,Weather,per_domain,raw,log_loss,0.4988964132036371,0.4988964132036371,0.0,19253.0,14.0
24h,Weather,per_domain,platt,log_loss,0.49886936850839697,0.4988964132036371,-2.704469524011932e-05,19253.0,14.0
24h,Weather,per_domain,isotonic,log_loss,0.5021339265392207,0.4988964132036371,0.0032375133355836416,19253.0,14.0
24h,Weather,per_domain,binning10,log_loss,0.5025966412453713,0.4988964132036371,0.0037002280417341993,19253.0,14.0
24h,Weather,per_domain,venn_abers,log_loss,0.5004019802257633,0.4988964132036371,0.0015055670221262307,19253.0,14.0
24h,ALL,pooled,raw,brier,0.16709801283054293,0.16709801283054293,0.0,38346.0,14.0
24h,ALL,pooled,platt,brier,0.1672171950231146,0.16709801283054293,0.00011918219257167628,38346.0,14.0
24h,ALL,pooled,isotonic,brier,0.16767163120950113,0.16709801283054293,0.0005736183789581961,38346.0,14.0
24h,ALL,pooled,binning10,brier,0.16973439468256946,0.16709801283054293,0.002636381852026526,38346.0,14.0
24h,ALL,pooled,venn_abers,brier,0.16765136903421501,0.16709801283054293,0.000553356203672084,38346.0,14.0
24h,ALL,pooled,raw,ece,0.02118865070672294,0.02118865070672294,0.0,38346.0,14.0
24h,ALL,pooled,platt,ece,0.021169881694451012,0.02118865070672294,-1.8769012271928343e-05,38346.0,14.0
24h,ALL,pooled,isotonic,ece,0.0234841271638293,0.02118865070672294,0.002295476457106361,38346.0,14.0
24h,ALL,pooled,binning10,ece,0.02400371003095071,0.02118865070672294,0.002815059324227768,38346.0,14.0
24h,ALL,pooled,venn_abers,ece,0.022847668389768924,0.02118865070672294,0.001659017683045983,38346.0,14.0
